iter	Passed	Remaining
429	1687	2237
430	1691	2232
431	1694	2228
432	1699	2225
433	1703	2221
434	1706	2216
435	1709	2211
436	1713	2207
437	1718	2204
438	1721	2200
439	1724	2195
440	1728	2190
441	1732	2187
442	1736	2183
443	1739	2178
444	1742	2173
445	1748	2171
446	1752	2167
447	1756	2163
448	1759	2159
449	1765	2157
450	1769	2153
451	1773	2149
452	1777	2145
453	1781	2142
454	1785	2138
455	1788	2133
456	1792	2129
457	1796	2126
458	1800	2122
459	1804	2118
460	1808	2114
461	1813	2111
462	1817	2108
463	1821	2104
464	1825	2100
465	1829	2096
466	1833	2092
467	1837	2088
468	1841	2085
469	1845	2081
470	1849	2077
471	1853	2073
472	1857	2069
473	1861	2065
474	1865	2061
475	1869	2057
476	1873	2053
477	1877	2050
478	1881	2046
479	1885	2043
480	1890	2040
481	1894	2035
482	1899	2032
483	1903	2029
484	1907	2025
485	1911	2021
486	1914	2017
487	1918	2012
488	1923	2009
489	1928	2006
490	1931	2002
491	1936	1999
492	1944	1999
493	1949	1997
494	1955	1994
495	1959	1991
496	1964	1988
497	1970	1986
498	1975	1983
499	1982	1982
500	1989	1981
501	1995	1979
502	2001	1977
503	2006	1974
504	2011	1971
505	2016	1969
506	2022	1966
507	2026	1962
508	2030	1958
509	2036	1956
510	2040	1952
511	2044	1948
512	2048	1944
513	2053	1941
514	2057	1937
515	2061	1933
516	2065	1929
517	2070	1927
518	2077	1924
519	2084	1923
520	2087	1919
521	2091	1915
522	2095	1910
523	2098	1906
524	2102	1901
525	2105	1897
526	2108	1892
527	2112	1888
528	2116	1884
529	2119	1879
530	2123	1875
531	2126	1870
532	2130	1866
533	2134	1862
534	2139	1859
535	2143	1855
536	2147	1851
537	2152	1848
538	2156	1844
539	2160	1840
540	2165	1836
541	2168	1832
542	2172	1828
543	2176	1824
544	2180	1820
545	2183	1815
546	2187	1811
547	2191	1807
548	2196	1804
549	2200	1800
550	2205	1797
551	2210	1794
552	2215	1790
553	2219	1787
554	2224	1783
555	2228	1779
556	2233	1776
557	2238	1772
558	2244	1770
559	2251	1768
560	2256	1765
561	2262	1763
562	2268	1760
563	2273	1757
564	2277	1753
565	2282	1749
566	2286	1746
567	2291	1743
568	2296	1739
569	2300	1735
570	2305	1732
571	2310	1728
572	2315	1725
573	2319	1721
574	2326	1719
575	2334	1718
576	2339	1715
577	2344	1711
578	2348	1707
579	2354	1704
580	2359	1701
581	2363	1697
582	2367	1693
583	2372	1690
584	2376	1686
585	2382	1683
586	2388	1680
587	2393	1676
588	2397	1673
589	2402	1669
590	2407	1666
591	2411	1662
592	2416	1658
593	2421	1654
594	2425	1651
595	2430	1647
596	2437	1645
597	2442	1641
598	2446	1637
599	2451	1634
600	2455	1630
601	2459	1625
602	2463	1621
603	2467	1617
604	2470	1613
605	2474	1608
606	2477	1603
607	2481	1599
608	2484	1595
609	2487	1590
610	2491	1585
611	2494	1581
612	2498	1577
613	2501	1572
614	2504	1568
615	2508	1563
616	2511	1558
617	2517	1556
618	2526	1554
619	2533	1552
620	2537	1548
621	2542	1544
622	2547	1541
623	2552	1538
624	2556	1533
625	2559	1529
626	2565	1526
627	2569	1522
628	2574	1518
629	2579	1514
630	2583	1510
631	2587	1506
632	2590	1502
633	2596	1499
634	2600	1494
635	2604	1490
636	2614	1489
637	2621	1487
638	2625	1483
639	2631	1480
640	2638	1477
641	2649	1477
642	2655	1474
643	2662	1471
644	2668	1468
645	2673	1464
646	2678	1461
647	2682	1457
648	2688	1453
649	2693	1450
650	2697	1445
651	2700	1441
652	2704	1436
653	2708	1432
654	2711	1428
655	2714	1423
656	2718	1419
657	2727	1417
658	2731	1413
659	2735	1409
660	2740	1405
661	2743	1400
662	2747	1396
663	2750	1391
664	2755	1387
665	2758	1383
666	2761	1378
667	2765	1374
668	2769	1370
669	2772	1365
670	2775	1361
671	2779	1356
672	2782	1351
673	2786	1348
674	2790	1343
675	2793	1338
676	2796	1334
677	2799	1329
678	2804	1325
679	2807	1321
680	2811	1316
681	2814	1312
682	2819	1308
683	2822	1304
684	2826	1299
685	2829	1295
686	2834	1291
687	2838	1287
688	2841	1282
689	2845	1278
690	2848	1273
691	2854	1270
692	2857	1265
693	2860	1261
694	2864	1256
695	2868	1253
696	2872	1248
697	2875	1244
698	2878	1239
699	2882	1235
700	2886	1230
701	2889	1226
702	2892	1222
703	2896	1217
704	2900	1213
705	2903	1209
706	2906	1204
707	2909	1200
708	2915	1196
709	2919	1192
710	2922	1187
711	2926	1183
712	2931	1179
713	2934	1175
714	2938	1171
715	2942	1167
716	2946	1162
717	2950	1158
718	2954	1154
719	2957	1150
720	2961	1145
721	2965	1141
722	2968	1137
723	2972	1133
724	2975	1128
725	2979	1124
726	2982	1120
727	2986	1115
728	2989	1111
729	2992	1106
730	2996	1102
731	3000	1098
732	3003	1094
733	3006	1089
734	3010	1085
735	3014	1081
736	3017	1076
737	3020	1072
738	3024	1068
739	3027	1063
740	3031	1059
741	3034	1055
742	3037	1050
743	3040	1046
744	3045	1042
745	3048	1038
746	3052	1033
747	3055	1029
748	3061	1026
749	3065	1021
750	3068	1017
751	3072	1013
752	3076	1009
753	3080	1004
754	3083	1000
755	3086	996
756	3092	992
757	3095	988
758	3098	983
759	3102	979
760	3110	976
761	3114	972
762	3118	968
763	3122	964
764	3126	960
765	3129	955
766	3132	951
767	3135	947
768	3140	943
769	3143	939
770	3147	934
771	3150	930
772	3154	926
773	3158	922
774	3162	918
775	3166	914
776	3170	910
777	3174	905
778	3178	901
779	3181	897
780	3185	893
781	3189	889
782	3192	884
783	3196	880
784	3199	876
785	3204	872
786	3207	868
787	3210	863
788	3214	859
789	3218	855
790	3222	851
791	3226	847
792	3229	843
793	3234	839
794	3238	835
795	3242	830
796	3245	826
797	3248	822
798	3253	818
799	3256	814
800	3260	809
801	3263	805
802	3268	801
803	3272	797
804	3275	793
805	3278	789
806	3282	785
807	3286	780
808	3289	776
809	3293	772
810	3297	768
811	3301	764
812	3305	760
813	3308	755
814	3311	751
815	3317	747
816	3321	743
817	3324	739
818	3328	735
819	3332	731
820	3336	727
821	3339	723
822	3342	718
823	3346	714
824	3350	710
825	3353	706
826	3357	702
827	3360	698
828	3365	694
829	3369	690
830	3372	685
831	3376	681
832	3381	677
833	3384	673
834	3388	669
835	3391	665
836	3395	661
837	3398	657
838	3401	652
839	3405	648
840	3408	644
841	3412	640
842	3415	636
843	3418	631
844	3422	627
845	3425	623
846	3429	619
847	3433	615
848	3436	611
849	3439	607
850	3443	602
851	3447	598
852	3450	594
853	3454	590
854	3457	586
855	3461	582
856	3465	578
857	3468	574
858	3471	569
859	3475	565
860	3479	561
861	3482	557
862	3485	553
863	3488	549
864	3492	545
865	3500	541
866	3504	537
867	3507	533
868	3511	529
869	3514	525
870	3517	520
871	3520	516
872	3525	512
873	3528	508
874	3532	504
875	3535	500
876	3539	496
877	3542	492
878	3546	488
879	3549	484
880	3553	479
881	3558	476
882	3562	472
883	3565	467
884	3569	463
885	3573	459
886	3577	455
887	3580	451
888	3583	447
889	3588	443
890	3592	439
891	3595	435
892	3599	431
893	3605	427
894	3608	423
895	3612	419
896	3616	415
897	3621	411
898	3625	407
899	3628	403
900	3632	399
901	3636	395
902	3640	391
903	3643	386
904	3646	382
905	3649	378
906	3654	374
907	3658	370
908	3661	366
909	3665	362
910	3669	358
911	3673	354
912	3677	350
913	3680	346
914	3685	342
915	3688	338
916	3692	334
917	3695	330
918	3699	326
919	3703	322
920	3706	317
921	3709	313
922	3713	309
923	3717	305
924	3721	301
925	3725	297
926	3728	293
927	3732	289
928	3736	285
929	3740	281
930	3743	277
931	3746	273
932	3750	269
933	3754	265
934	3757	261
935	3760	257
936	3765	253
937	3769	249
938	3772	245
939	3775	240
940	3778	236
941	3782	232
942	3786	228
943	3789	224
944	3792	220
945	3796	216
946	3799	212
947	3802	208
948	3806	204
949	3809	200
950	3813	196
951	3816	192
952	3819	188
953	3822	184
954	3826	180
955	3829	176
956	3832	172
957	3836	168
958	3839	164
959	3842	160
960	3846	156
961	3849	152
962	3853	148
963	3856	144
964	3860	140
965	3864	136
966	3867	131
967	3870	127
968	3873	123
969	3877	119
970	3881	115
971	3884	111
972	3889	107
973	3894	103
974	3897	99
975	3900	95
976	3904	91
977	3907	87
978	3911	83
979	3914	79
980	3917	75
981	3920	71
982	3924	67
983	3927	63
984	3931	59
985	3934	55
986	3937	51
987	3941	47
988	3944	43
989	3948	39
990	3951	35
991	3954	31
992	3959	27
993	3962	23
994	3965	19
995	3969	15
996	3973	11
997	3977	7
998	3980	3
999	3983	0
