iter	Logloss
116	0.2486303979
117	0.2471435981
118	0.2461003783
119	0.245021137
120	0.2437635642
121	0.2428437759
122	0.2417100686
123	0.2404580391
124	0.2393321831
125	0.2382088127
126	0.2369254371
127	0.2360154135
128	0.2349101327
129	0.2335620725
130	0.2330642039
131	0.2317341938
132	0.2306041557
133	0.2290795393
134	0.2279896061
135	0.2269882074
136	0.2259770833
137	0.2250448275
138	0.2239493115
139	0.2228842145
140	0.2220434918
141	0.2207040719
142	0.2198461078
143	0.2189279765
144	0.2179237173
145	0.2174654802
146	0.2168185746
147	0.2155006966
148	0.2146387871
149	0.2137945924
150	0.2130891175
151	0.2128368888
152	0.2118330242
153	0.2109235925
154	0.2097730581
155	0.2087609477
156	0.2078264035
157	0.2069109748
158	0.2060878288
159	0.2050929202
160	0.2044004257
161	0.2033176139
162	0.2028702068
163	0.2021002643
164	0.2012780059
165	0.1998356509
166	0.1992158501
167	0.1981378517
168	0.1970609383
169	0.1963548321
170	0.1955431671
171	0.1946772136
172	0.1935277247
173	0.1926617909
174	0.1915942083
175	0.1912351385
176	0.1907865479
177	0.1898320795
178	0.1888275442
179	0.1882880518
180	0.1869697004
181	0.1864456344
182	0.1857805603
183	0.1853699243
184	0.1842918865
185	0.183734048
186	0.1829466669
187	0.1822965853
188	0.1817306785
189	0.1811793697
190	0.1806607484
191	0.1803122128
192	0.1796549703
193	0.1790402393
194	0.1785784711
195	0.1775413272
196	0.1767528019
197	0.1758561729
198	0.1752708746
199	0.1748615603
200	0.1742844092
201	0.1737637363
202	0.1733882142
203	0.1726070865
204	0.1715881308
205	0.1709139429
206	0.1703465566
207	0.1694957336
208	0.1691389916
209	0.1685441849
210	0.1680706594
211	0.1677673577
212	0.1671440455
213	0.1667233685
214	0.1662583847
215	0.1656737177
216	0.1651259991
217	0.164371562
218	0.1640373186
219	0.1637521952
220	0.1632181672
221	0.1626670359
222	0.1622279832
223	0.1616952868
224	0.1610283386
225	0.160668026
226	0.1601345898
227	0.1594720408
228	0.1586802803
229	0.1580410682
230	0.1575231965
231	0.1569905888
232	0.156693146
233	0.1561423106
234	0.1555558878
235	0.1550820566
236	0.1544312747
237	0.1539554016
238	0.153572265
239	0.1532672174
240	0.1529566661
241	0.1521814959
242	0.1514536408
243	0.1507797784
244	0.1502648953
245	0.1497584554
246	0.1492551817
247	0.1487808277
248	0.1482928325
249	0.1480650159
250	0.147627206
251	0.1467619725
252	0.1458526394
253	0.145315682
254	0.1447401287
255	0.1444122176
256	0.1440396744
257	0.1435967256
258	0.1430354547
259	0.1426191965
260	0.1421912304
261	0.1417604038
262	0.141553192
263	0.141269055
264	0.1407178942
265	0.14041116
266	0.1400426015
267	0.1392243181
268	0.1387396568
269	0.1382703331
270	0.1380525674
271	0.1375728378
272	0.1370748805
273	0.136691369
274	0.136189417
275	0.1357991392
276	0.1354462637
277	0.1350339706
278	0.1347929863
279	0.134436698
280	0.1340783482
281	0.1334993526
282	0.1331691927
283	0.1327766956
284	0.1324096857
285	0.1320495112
286	0.1317722096
287	0.1315126031
288	0.1311796024
289	0.1305298364
290	0.1298914726
291	0.1294330382
292	0.1288039855
293	0.1281920558
294	0.127917802
295	0.1276154965
296	0.127423218
297	0.1272031147
298	0.1268009612
299	0.1261137436
300	0.1255875965
301	0.1251862223
302	0.1247530187
303	0.1242451091
304	0.1239984632
305	0.1236778807
306	0.1230753212
307	0.1226391487
308	0.1223944459
309	0.1221197877
310	0.1218599049
311	0.1212019917
312	0.1209719953
313	0.1207471772
314	0.1206216054
315	0.1203574616
316	0.1199920299
317	0.119572645
318	0.1190532544
319	0.1187843071
320	0.118352731
321	0.1179484174
322	0.1176322636
323	0.1174043879
324	0.1171071916
325	0.1163753024
326	0.1159370388
327	0.1156382447
328	0.1152293545
329	0.1149849574
330	0.1143632925
331	0.1139628355
332	0.1133853293
333	0.1130723811
334	0.1124070506
335	0.1121942955
336	0.112017838
337	0.1117418285
338	0.111557865
339	0.1111993574
340	0.1108457717
341	0.1106651222
342	0.1104498027
343	0.1102843923
344	0.1100850417
345	0.1098008455
346	0.1094895642
347	0.109249438
348	0.1089192287
349	0.1086154141
350	0.1081639631
351	0.1079151866
352	0.1076439609
353	0.1073287047
354	0.1069793898
355	0.1066853302
356	0.1061112367
357	0.1058506241
358	0.1055840342
359	0.1053656767
360	0.1051371105
361	0.1045297969
362	0.1042222046
363	0.1038760264
364	0.1035674674
365	0.1032213878
366	0.1029150185
367	0.1022841608
368	0.1020640575
369	0.1017452109
370	0.1014873206
371	0.1010431488
372	0.1007707198
373	0.1005379616
374	0.1003848805
375	0.09986124859
376	0.099712251
377	0.09940036806
378	0.0990799828
379	0.09875665824
380	0.09840262869
381	0.09829704023
382	0.09787292086
383	0.09746014448
384	0.09731169924
385	0.09707294407
386	0.09670373464
387	0.09650754035
388	0.0963735451
389	0.09617686749
390	0.0955207297
391	0.09521518897
392	0.09503994469
393	0.09472433336
394	0.09454919757
395	0.09437224691
396	0.09401490323
397	0.0937919592
398	0.09349141925
399	0.09290219525
400	0.09277752098
401	0.09247897345
402	0.09228259175
403	0.09210998101
404	0.09174536796
405	0.09158411994
406	0.09134358934
407	0.09103786121
408	0.09063870628
409	0.09044490881
410	0.09007817511
411	0.08989843308
412	0.08963480224
413	0.08936521386
414	0.08911096318
415	0.08887870803
416	0.0885958237
417	0.08840206568
418	0.08812113431
419	0.08796266779
420	0.08777049779
421	0.08757678909
422	0.08728378483
423	0.08705309798
424	0.08668183695
425	0.08614066777
426	0.08592540739
427	0.0856254987
428	0.08521373825
429	0.08500246271
430	0.08469052059
431	0.08439893667
432	0.08415378997
433	0.08393845068
434	0.08381312542
435	0.08347133644
436	0.08327534928
437	0.08308340614
438	0.08288002137
439	0.08271382683
440	0.08256493281
441	0.08240850309
442	0.08221430122
443	0.08198589776
444	0.08185649889
445	0.0816720224
446	0.08148311721
447	0.08133350809
448	0.08107371907
449	0.08084108418
450	0.08032641321
451	0.08016052937
452	0.08001028405
453	0.07985463848
454	0.07979323345
455	0.07952088823
456	0.07928613763
457	0.07918413948
458	0.07896809495
459	0.07880700968
460	0.07867359144
461	0.07846740052
462	0.07827048619
463	0.07805714919
464	0.07774256365
465	0.07763468194
466	0.07736307648
467	0.07720855535
468	0.0770312792
469	0.07681067281
470	0.07667154856
471	0.07650022007
472	0.07616805784
473	0.0760053303
474	0.0758556324
475	0.07570691593
476	0.07536055522
477	0.07516200356
478	0.07504414002
479	0.07497910029
480	0.0748013063
481	0.07452762458
482	0.07422838168
483	0.07416114733
484	0.07394009709
485	0.07370234306
486	0.07354138602
487	0.07324977251
488	0.07286513168
489	0.07272918346
490	0.07257045556
491	0.07247752194
492	0.07239258266
493	0.07223262183
494	0.07199121338
495	0.07184970217
496	0.07166658684
497	0.07141628648
498	0.07126752561
499	0.07110640089
500	0.07084351474
501	0.07079068599
502	0.0706588607
503	0.07043792882
504	0.07029507125
505	0.07000248125
506	0.06970564997
507	0.06949338808
508	0.0694179128
509	0.0692129992
510	0.06909133822
511	0.06879440337
512	0.06859890445
513	0.06850435815
514	0.06839313766
515	0.06828347066
516	0.06804943516
517	0.06781823541
518	0.0676914405
519	0.06753662346
520	0.06735106199
521	0.06719850369
522	0.0668370864
523	0.06672387348
524	0.06654363828
525	0.06643925317
526	0.06629433906
527	0.06589512988
528	0.06571076682
529	0.06557484327
530	0.06545749756
531	0.06524825882
532	0.06501859777
533	0.06493409249
534	0.06469485894
535	0.06455329841
536	0.06421356103
537	0.06404280462
538	0.06395619349
539	0.06382938871
540	0.06368543629
541	0.06357423059
542	0.06343296596
543	0.063306102
544	0.06310710648
545	0.06297932522
546	0.06281763334
547	0.06274088075
548	0.06254043037
549	0.06237015234
550	0.0619968545
551	0.06188831194
552	0.06157563499
553	0.06135144816
554	0.06123595679
555	0.06113886571
556	0.06086251099
557	0.06066825487
558	0.06048376851
559	0.0603679911
560	0.06005175836
561	0.05977389453
562	0.05966449385
563	0.05956159812
564	0.05940632244
565	0.05924346667
566	0.05912122868
567	0.059003375
568	0.05875582655
569	0.05866966913
570	0.05851488662
571	0.05841148293
572	0.05820924232
573	0.05810534052
574	0.05795736874
575	0.05777504248
576	0.05757426168
577	0.05738674724
578	0.05731493131
579	0.0571979752
580	0.05709537045
581	0.05693985804
582	0.05685580648
583	0.05671650468
584	0.0566287987
585	0.05645613865
586	0.05631982055
587	0.05620833867
588	0.05610560569
589	0.0559800881
590	0.05585228711
591	0.05560628722
592	0.05543450008
593	0.0553425824
594	0.05520562318
595	0.05501893234
596	0.05480273493
597	0.05470096364
598	0.05459436911
599	0.0544865811
600	0.05433662676
601	0.0542699349
602	0.05419533747
603	0.05409429115
604	0.05390523801
605	0.05363917089
606	0.05348535006
607	0.053247093
608	0.0531392902
609	0.05297867344
610	0.05283570737
611	0.05276817218
612	0.05246351423
613	0.0523483089
614	0.05219252524
615	0.05203587853
616	0.051827853
617	0.0516707871
618	0.05157109207
619	0.0514785086
620	0.05142380579
621	0.0513227644
622	0.05119285263
623	0.05106409488
624	0.05094887475
625	0.05085111296
626	0.0507550033
627	0.05067171616
628	0.05053418979
629	0.05035922168
630	0.05028319898
631	0.05021160498
632	0.05013889641
633	0.05002522484
634	0.04990402744
635	0.04985182996
636	0.0498027444
637	0.04972846753
638	0.04960953873
639	0.04950920751
640	0.04936415038
641	0.04923656639
642	0.04913462249
643	0.04904421391
644	0.04895170936
645	0.04887094233
646	0.04877674618
647	0.04856016409
648	0.04846121869
649	0.04830887245
650	0.04823146887
651	0.04817870916
652	0.04807163626
653	0.04791551724
654	0.04779795454
655	0.04766900939
656	0.04760561686
657	0.0474978979
658	0.04732876897
659	0.04720472103
660	0.04713512438
661	0.04708841591
662	0.04686983647
663	0.04675862091
664	0.04664237991
665	0.04651304515
666	0.04634266849
667	0.04623019533
668	0.04612191415
669	0.04602807309
670	0.04594959439
671	0.04582206465
672	0.04570404329
673	0.0456098718
674	0.04555324069
675	0.04546458781
676	0.04536586434
677	0.04528125055
678	0.04522160615
679	0.04507456153
680	0.0449861651
681	0.04485926662
682	0.04474235983
683	0.04465105369
684	0.04457954352
685	0.04450301286
686	0.04441911418
687	0.04435959799
688	0.0442593654
689	0.04408447621
690	0.04398045605
691	0.04392466826
692	0.04385807997
693	0.04378651062
694	0.0436785648
695	0.04355783592
696	0.04342490593
697	0.04325324208
698	0.04312989445
699	0.04294749915
700	0.04276242592
701	0.04264892696
702	0.04249772982
703	0.04240196539
704	0.04229722519
705	0.04224201935
706	0.04217719169
707	0.04207412335
708	0.04194501052
709	0.04191687497
710	0.04186195023
711	0.04177939298
712	0.04171461957
713	0.04154707373
714	0.0414966566
715	0.04141173705
716	0.04134161024
717	0.04122799785
718	0.04109001283
719	0.04105047511
720	0.04085609323
721	0.04066321306
722	0.04061123503
723	0.04049412851
724	0.04044603916
725	0.04038014625
726	0.04033522553
727	0.04027769931
728	0.04009391326
729	0.04001826537
730	0.03992563999
731	0.03977494835
732	0.03967759589
733	0.03961099281
734	0.03956206753
735	0.03949305282
736	0.03938827317
737	0.03931908586
738	0.03920470166
739	0.03907233881
740	0.03895761185
741	0.03890618865
742	0.03882925358
743	0.03871381152
744	0.03870169918
745	0.038629395
746	0.03855664944
747	0.03847158934
748	0.03841770027
749	0.03833246015
750	0.03826383012
751	0.0382077267
752	0.03814158967
753	0.03802798468
754	0.03800353807
755	0.03792923901
756	0.03782519912
757	0.03775708939
758	0.03768914487
759	0.03760710545
760	0.03754327154
761	0.03747023747
762	0.03740776225
763	0.03734622899
764	0.03726225879
765	0.037175009
766	0.03711402563
767	0.03696303562
768	0.03691619893
769	0.03687285637
770	0.03679065914
771	0.03674471016
772	0.03668491534
773	0.03664690152
774	0.0365793688
775	0.03649095512
776	0.03643487142
777	0.03635652834
778	0.03622121879
779	0.03612755527
780	0.03607147651
781	0.03606364984
782	0.03603617021
783	0.03593177031
784	0.03590102587
785	0.03582036241
786	0.03564883172
787	0.03558228535
788	0.03550484478
789	0.03545388023
790	0.03532171465
791	0.03514784879
792	0.03512118043
793	0.03506947612
794	0.03504089178
795	0.03487464791
796	0.03474347608
797	0.0346466242
798	0.03458907825
799	0.03451830538
800	0.03440736599
801	0.03434726293
802	0.03430436917
803	0.0341560349
804	0.0341013025
805	0.03399673492
806	0.03392361701
807	0.03380104859
808	0.03377332484
809	0.03369343073
810	0.03355168772
811	0.03347692508
812	0.03342922041
813	0.03332721732
814	0.033229675
815	0.03322517232
816	0.03317413626
817	0.03311879726
818	0.03299617213
819	0.03289387314
820	0.03277592822
821	0.03273763083
822	0.03270698996
823	0.03264109458
824	0.03262661254
825	0.03255440947
826	0.03252883842
827	0.03244480412
828	0.03242199731
829	0.03234348408
830	0.03227869587
831	0.03218189824
832	0.03214691991
833	0.03201417239
834	0.03195154181
835	0.03190112468
836	0.03183092636
837	0.03178893264
838	0.03174742469
839	0.03170159161
840	0.03151367523
841	0.03143354193
842	0.03135880394
843	0.0313153233
844	0.03125229819
845	0.03117268025
846	0.03108924269
847	0.03103937545
848	0.03098365177
849	0.03087322282
850	0.03083173953
851	0.03077643505
852	0.03067863134
853	0.03061539909
854	0.03055821069
855	0.03050921883
856	0.03042142901
857	0.03034669843
858	0.03024231825
859	0.03020075358
860	0.03016906225
861	0.0301114226
862	0.03010057278
863	0.03005279413
864	0.02994056016
865	0.02989498106
866	0.02986695894
867	0.02985452604
868	0.02980031887
869	0.02973899767
870	0.02969039049
871	0.0295901579
872	0.0295234907
873	0.02947760584
874	0.02943586116
875	0.02938335298
876	0.02932212548
877	0.02925954423
878	0.0292121034
879	0.02908972486
880	0.02905821353
881	0.02897296849
882	0.02896018543
883	0.02888045407
884	0.02879623482
885	0.02876103703
886	0.02869163765
887	0.02868109606
888	0.02862678533
889	0.02856205137
890	0.02849317969
891	0.02849005543
892	0.02845757256
893	0.02840907634
894	0.02838205536
895	0.02833955613
896	0.02827584551
897	0.02825484371
898	0.02819564809
899	0.02807453207
900	0.02807101575
901	0.02799504483
902	0.02797554968
903	0.02790010399
904	0.02782081402
905	0.02781596859
906	0.02771239228
907	0.02764295345
908	0.02760271542
909	0.02759972679
910	0.02752694424
911	0.02751318716
912	0.02747463579
913	0.02732835559
914	0.02729482965
915	0.02724013424
916	0.02722024702
917	0.02713919641
918	0.02713550994
919	0.02709687473
920	0.02708053096
921	0.0269990143
922	0.02691220343
923	0.0268774347
924	0.02679287517
925	0.02673943981
926	0.02670178108
927	0.02667871042
928	0.02661090893
929	0.02654198299
930	0.02653940863
931	0.02649427092
932	0.02648083441
933	0.02642912023
934	0.02636017211
935	0.02629470332
936	0.02616986384
937	0.02611783896
938	0.02600592063
939	0.02596829642
940	0.02593999319
941	0.02593684428
942	0.02587965341
943	0.02574735221
944	0.02572793597
945	0.02566594899
946	0.02558575404
947	0.02546784611
948	0.02541257615
949	0.02538193282
950	0.02533801325
951	0.02530146662
952	0.02529728698
953	0.02526239988
954	0.02516332625
955	0.02514077343
956	0.02505324992
957	0.0250015678
958	0.02494902509
959	0.0249041537
960	0.02480637958
961	0.02480266352
962	0.02475699072
963	0.02472306038
964	0.02463827645
965	0.02460951457
966	0.0245238306
967	0.02438297777
968	0.02435273637
969	0.02431306796
970	0.02426740749
971	0.02422382574
972	0.02414015392
973	0.0240956598
974	0.02408049472
975	0.02402735774
976	0.02399886464
977	0.02394983579
978	0.02394669181
979	0.02391817158
980	0.02385332666
981	0.02380387368
982	0.02377317363
983	0.02375830938
984	0.02366290496
985	0.02365501665
986	0.02362482703
987	0.02359815621
988	0.02354076561
989	0.02352039754
990	0.02348316294
991	0.02339612274
992	0.02333820444
993	0.02329122226
994	0.02324170518
995	0.02320612271
996	0.02319234344
997	0.02314829564
998	0.02314623664
999	0.02307235432
